fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,Oct,17,MADHYA PRADESH,1716,MANDSAUR,4302611,182.901571768777,59,278,1947.090546714,5736,0,10166,3962733,657211,56431,123123,11322,0,9194.991488714,67153,145471,103766,303904,1803,152538,435214,15902,7247.900942,1397308,56,55.04,64.6,99.88,NA
2020-2021,Oct,17,MADHYA PRADESH,1723,INDORE,1659014,183.219849961213,54,135,749.586230109998,2216,0,5515,1532737,222994,15718,345138,21225,0,3557.86466181,28251,46707,40390,93784,382,58633,137222,7731,2808.2784317,499526,51,74.1,76.56,99.82,NA
2020-2021,Oct,17,MADHYA PRADESH,1731,BETUL,5786932,172.180435417975,41,3634,2938.461825964,15671,0,24158,5353293,742972,72042,2872966,265734,0,12155.785022564,128317,219138,180883,495839,2290,217881,582813,39829,9217.3231966,2435152,77,90.2,80.24,101.28,NA
2020-2021,Oct,17,MADHYA PRADESH,1735,MANDLA,9611023,176.277782868958,50,4626,1807.981379176,22489,0,25128,8877662,580316,46404,5378117,324693,0,17457.327123376,176943,323145,211347,564350,5044,236900,629604,47617,15649.3457442,4230077,88,91.68,86.81,100.05,NA
2020-2021,Oct,17,MADHYA PRADESH,1736,CHHINDWARA,10198629,178.632227428248,51,5716,3844.260251521,16652,1,39790,9322316,1551953,110641,5015610,312196,0,20496.920970221,180169,313971,225733,625639,6137,270967,739906,56442,16652.6607187,4410254,86,77.09,85.53,102.26,NA
2020-2021,Oct,17,MADHYA PRADESH,1745,DINDORI,11046134,166.334151594766,67,2489,4448.274083503,20862,0,27999,11921467,411101,14945,6243312,205442,0,24277.745075603,176784,318473,187172,408043,24729,196051,426532,48861,19829.4709921,5457249,82,89.42,89.44,100,NA
2020-2021,May,17,MADHYA PRADESH,1714,SHAHDOL,1094696,102.609139786988,18,994,249.423647362,1762,1,19391,842582,122763,57968,470603,184658,0,1113.989789562,46552,71086,135959,346585,5,165496,409473,21153,864.566142200001,413198,87,89.11,75.73,99.84,NA
2020-2021,May,17,MADHYA PRADESH,1722,DHAR,2801763,114.995840865054,25,1374,2983.706450285,3765,3,28711,2337890,234195,107491,1714526,759212,0,5672.182714285,93033,191913,297397,1077872,154,391791,1362092,32476,2688.476264,1054347,72,90.1,88.05,104.45,NA
2020-2021,May,17,MADHYA PRADESH,1726,RAJGARH,1593884,143.81265089213,23,533,2327.684842525,4256,1,20816,1116990,138144,76974,22273,12649,0,3934.057771725,47861,78931,192215,445087,3,251899,572916,25072,1606.3729292,441150,84,78.43,80.1,99.81,NA
2020-2021,May,17,MADHYA PRADESH,1737,SEONI,2006205,120.654396221738,25,2792,1390.841613839,2242,0,28048,2775456,372452,72614,1364941,258608,0,4739.551293039,109556,187259,188706,539978,42,221746,618740,30290,3348.7096792,1430668,80,83.68,86.22,100.88,NA
2020-2021,May,17,MADHYA PRADESH,1738,BALAGHAT,2771669,126.918080553113,19,6068,1158.370369833,5341,1,19244,3115460,162025,41549,889289,176887,0,5112.452402233,163132,243555,272769,813229,29,326492,957215,24585,3954.0820324,1663915,83,90.54,90.22,100.78,NA
2020-2021,Feb,17,MADHYA PRADESH,1716,MANDSAUR,5816990,185.806800439452,67,355,3025.59893576501,7332,0,9629,5836364,943871,56566,177705,11080,0,13869.960146165,85853,197172,106061,304016,3687,166546,449698,16961,10844.3612104,2076273,55,44.61,53.28,100.01,NA
2020-2021,Feb,17,MADHYA PRADESH,1720,DEWAS,5907488,170.894798754034,57,1006,3135.91320080101,10211,0,13709,5823918,1018775,61532,1317785,75105,0,13088.686146501,100523,174482,115287,305407,4092,175239,444102,23920,9952.77294569998,1782347,67,59.97,63,100.36,NA
2020-2021,Feb,17,MADHYA PRADESH,1722,DHAR,14960353,179.602544996694,58,3911,14667.866064929,19886,0,33368,14778919,1198898,97891,10271089,676722,0,41211.180711929,253593,705428,289093,970872,7705,393626,1275879,53254,26543.314647,6478923,73,79.21,78.46,101.22,NA
2020-2021,Feb,17,MADHYA PRADESH,1733,JABALPUR,4417901,176.242286402529,49,1106,2102.41512077,14022,0,22130,4427838,920649,62057,1537553,88467,0,9906.13805017,88738,157313,115290,275203,1479,176899,391628,36152,7803.7229294,1831248,82,68.66,62.23,100.61,NA
2020-2021,Feb,17,MADHYA PRADESH,1736,CHHINDWARA,13788212,179.431908358111,65,6692,5415.18054812,25569,1,38424,13961672,2252633,104834,7532126,299349,0,30466.87505642,212294,382648,228305,598454,18495,274845,709650,63993,25051.6945083,6659207,86,74.59,82.51,101.8,NA
2020-2021,Feb,17,MADHYA PRADESH,1740,UMARIA,4465509,166.510561378393,52,1213,1980.082154754,14181,0,15465,4533395,337298,17435,2496667,109928,0,9528.663618754,85888,141620,100270,211781,4362,117427,243023,29646,7548.581464,2110707,68,90.94,79.91,100.14,NA
2020-2021,Feb,17,MADHYA PRADESH,1744,KATNI ,7471156,154.278825226239,60,1130,2177.435024187,16046,0,22497,7575382,1188139,59139,2489465,106062,0,13864.645380187,124390,231608,139424,349576,4946,171803,429334,38543,11687.210356,3830185,78,82.91,73.71,100.5,NA
2020-2021,Feb,17,MADHYA PRADESH,1745,DINDORI,14934011,169.318807166317,82,2640,6210.11955462601,26156,0,29628,15357623,538080,14658,8098549,199351,0,32213.463627326,187215,346424,187075,393862,59292,194814,409156,55784,26003.3440726999,7027317,82,87.91,88.4,100,NA
2020-2021,April,17,MADHYA PRADESH,1702,BHIND,143987,219.023779572995,8,39,0,136,233,8421,69320,9146,37270,162,326,0,151.827284,8089,10154,94291,193184,0,141578,317072,8557,151.827284,20650,41,22.2,21.8,111.4,NA
2020-2021,April,17,MADHYA PRADESH,1703,GWALIOR,98955,40.3807352376073,9,12,0.72131948,527,84,11757,39035,7762,30238,3017,13573,0,16.48393948,4209,5245,62211,137167,0,102470,249785,12284,15.76262,10060,55,34.13,42.92,100.05,NA
2020-2021,April,17,MADHYA PRADESH,1705,SHIVPURI,198665,40.6276117191931,10,66,0,341,280,19596,118131,24025,54081,16019,55741,0,47.993804,11259,15273,137654,315485,0,197230,464891,19937,47.993804,36633,76,64.11,65.9,99.8,NA
2020-2021,April,17,MADHYA PRADESH,1707,TIKAMGARH,193765,58.4407145284496,10,26,0,784,196,14531,67681,13447,38496,10500,42119,0,39.55326,6320,8336,122568,268827,0,146683,321558,15315,39.55326,19528,62,69.53,64.54,101.93,NA
2020-2021,April,17,MADHYA PRADESH,1721,JHABUA,226633,34.3895079794895,11,256,0,401,136,21415,173570,8997,28123,155137,467972,0,59.689869,14539,26114,174457,526474,0,218276,644405,21816,59.689869,78030,79,72.39,77.54,100.53,NA
2020-2021,April,17,MADHYA PRADESH,1723,INDORE,56749,52.495385629532,10,10,0,14,181,4769,18204,3043,18988,4722,25958,0,9.55626,1671,2344,41933,107608,0,63615,165381,4783,9.55626,6017,55,82.9,85.49,100,NA
2020-2021,April,17,MADHYA PRADESH,1724,KHARGONE,191557,24.6537192956574,11,59,0,392,343,28974,94897,9675,66632,49999,231435,0,23.39564,8404,12480,181345,491860,0,247932,661445,29366,23.39564,32882,87,73.49,82.71,100.84,NA
2020-2021,April,17,MADHYA PRADESH,1726,RAJGARH,215334,29.567477522075,11,182,0,920,276,17072,173726,22325,77183,3876,12746,0,51.366396,14820,23315,191183,444610,0,250238,571921,17992,51.366396,66409,80,65.53,70.07,99.88,NA
2020-2021,April,17,MADHYA PRADESH,1729,SEHORE,57001,28.8131502890173,9,32,0,159,250,5530,41520,9722,46647,5029,31935,0,11.96322,4512,6343,74466,185174,0,135909,342564,5689,11.96322,13421,41,61.94,69.07,99.97,NA
2020-2021,April,17,MADHYA PRADESH,1735,MANDLA,328762,35.0707090050999,10,575,9.102730645,1256,154,24908,389024,23994,48182,256266,328810,0,145.536205645,37768,50109,207336,573489,0,232786,641689,26164,136.433475,176820,87,79.6,70.9,100.04,NA
2020-2021,April,17,MADHYA PRADESH,1747,BURHANPUR,69829,29.1257735977779,10,32,0,122,65,5802,41042,9230,43340,16455,71749,0,11.9538,4083,6525,58952,194749,0,83568,259234,5924,11.9538,16852,60,89.41,88.9,99.73,NA
2020-2021,Jan,17,MADHYA PRADESH,1701,MORENA,12379536,186.338096884714,72,474,13028.094494846,4561,0,5935,12405507,1407539,41297,186543,4863,0,36144.280147546,171776,330041,171204,310118,4771,206515,377765,10496,23116.1856527,4287977,22,61.43,73.16,100.42,NA
2020-2021,Jan,17,MADHYA PRADESH,1704,DATIA,1938597,180.946786270009,62,201,1761.129771688,4921,0,5466,1817452,444478,22609,43956,2924,0,5049.750757688,29259,39853,37757,77090,1260,61552,123688,10387,3288.620986,508912,45,43.78,48.61,100.18,NA
2020-2021,Jan,17,MADHYA PRADESH,1707,TIKAMGARH,7259497,185.434538705005,64,554,6162.317612417,13414,0,22792,7258945,1073752,42574,825072,39161,0,19622.908788017,112208,187118,139511,283775,4157,170422,343111,36206,13460.5911756,2461485,65,71.53,67.49,104.93,NA
2020-2021,Jan,17,MADHYA PRADESH,1714,SHAHDOL,5540915,151.812658235083,47,3302,1439.26634449,15894,1,19988,5354075,752159,50079,2982974,164988,0,9567.42992589,113000,203052,130695,307102,4984,157405,358407,35882,8128.1635814,2590476,85,87.64,71.27,99.77,NA
2020-2021,Jan,17,MADHYA PRADESH,1715,SIDHI,5408144,152.30002764654,51,790,3045.031620893,10157,0,26181,5244996,803470,42504,1682703,78010,0,11033.1619789529,102483,187494,119663,251435,1625,164453,328451,36338,7988.13035805994,2187122,83,69.87,59.4,102.76,NA
2020-2021,Jan,17,MADHYA PRADESH,1718,UJJAIN,3383508,151.980394729667,58,592,2240.434910191,4406,0,6635,3172399,1020957,71636,161991,13169,0,7061.859432791,53898,96107,78503,208714,1721,157216,406014,11041,4821.4245226,1023454,35,70.64,72.93,100.13,NA
2020-2021,Jan,17,MADHYA PRADESH,1726,RAJGARH,8067605,182.569111995828,56,1459,6098.788464997,16558,0,22781,7642115,982652,73533,138577,12389,0,20050.929958197,134128,239202,194548,433958,2114,269805,575642,39339,13952.1414932,2933694,83,63.16,62.57,99.65,NA
2020-2021,Jan,17,MADHYA PRADESH,1731,BETUL,7416381,168.213846815953,49,4107,4004.900333066,19290,0,25732,7293723,988755,70947,3873522,263115,0,16273.9523674659,147565,259494,181376,489248,4858,219565,576496,45022,12269.0520343999,3376426,77,88.61,80.26,101.49,NA
2020-2021,Jan,17,MADHYA PRADESH,1737,SEONI,10154611,168.334186003982,57,5244,4017.939416741,16523,0,29083,9968421,1322228,70524,4841619,255524,0,20798.199764541,173648,337609,195224,533875,8570,233066,616999,45606,16780.2603478,5052695,79,72.88,72.43,101.06,NA
2020-2021,Jan,17,MADHYA PRADESH,1738,BALAGHAT,14029084,181.942252744625,57,10347,4350.749841575,23969,1,20976,14071686,724090,38211,3745785,172405,0,29953.092349125,245829,459827,274117,764251,12743,324454,890235,44945,25602.34250755,7503523,77,81.42,79.67,100.44,NA
2020-2021,Jan,17,MADHYA PRADESH,1748,ASHOK NAGAR,5225350,184.375747954949,66,664,3358.106477055,10631,0,9107,4970413,831091,34998,313233,15389,0,12522.342622255,74369,160439,82925,193408,3708,240711,580259,19738,9164.2361452,1786679,68,63.87,61.13,100.13,NA
2020-2021,March,17,MADHYA PRADESH,1708,CHHATARPUR,7218115,163.502901299856,62,1156,6676.455543444,19845,0,30670,7318956,1446660,71817,522274,28876,0,18643.1609483039,117746,220447,142802,349162,5739,219153,508741,50515,11966.7054048599,2528493,80,67.93,60.43,99.85,NA
2020-2021,March,17,MADHYA PRADESH,1711,DAMOH,6737123,187.65298245498,62,765,4365.216164691,17682,1,18023,6805578,1060984,54963,1372077,55199,0,17136.086254991,109756,179288,140951,300912,5471,232297,460179,35705,12770.8700903,2400062,75,74.96,69.02,99.56,NA
2020-2021,March,17,MADHYA PRADESH,1712,SATNA,6508382,160.546999847254,58,755,2356.897275427,18972,0,26542,6651578,1278093,61984,1469496,70835,0,13035.806196927,112829,216615,131857,307754,2742,202451,454557,45514,10678.9089215,2493359,79,73.26,63.31,100.24,NA
2020-2021,March,17,MADHYA PRADESH,1716,MANDSAUR,6119869,188.602477456552,69,363,5431.07181640999,7725,0,9483,6160770,993857,54539,188069,10609,0,17050.43666681,88214,205604,104905,295089,4179,165233,438538,17208,11619.3648504,2200012,54,43.01,51.67,100.04,NA
2020-2021,March,17,MADHYA PRADESH,1723,INDORE,2359718,189.417457561889,63,192,1712.504514473,3839,0,4653,2380113,358360,15884,508310,21307,0,6220.854046173,37394,64143,42367,95507,1045,67401,146207,8492,4508.3495317,765735,49,64.82,65.97,99.77,NA
2020-2021,March,17,MADHYA PRADESH,1725,KHANDWA,6993657,183.627102003724,51,1383,7318.949375336,16509,0,15458,7028263,552506,32240,2514590,156312,0,20224.745043436,136035,289529,150033,436964,5006,196285,548746,31967,12905.7956681,2983928,57,87.77,82,100.65,NA
2020-2021,March,17,MADHYA PRADESH,1736,CHHINDWARA,14506138,182.729674771525,67,6732,7071.186742828,26881,1,38581,14443477,2322427,102583,7778542,294737,0,33463.705290628,213913,386570,226527,587627,20278,271564,694495,65462,26392.5185478,6879377,86,73.55,81.46,101.73,NA
2020-2021,March,17,MADHYA PRADESH,1739,SHEOPUR,4456207,188.856313281179,64,389,5492.94459584,6331,0,6734,4457842,536909,19809,920228,33298,0,13911.86064894,69312,108076,82745,152516,1813,129551,231193,13065,8418.91605309999,1580563,41,75.48,74.24,100.08,NA
2020-2021,March,17,MADHYA PRADESH,1740,UMARIA,4698021,170.018090834673,54,1234,2390.643248998,15203,0,15768,4756906,352124,17098,2618389,108377,0,10478.244012998,87982,145347,99597,208595,4920,116403,238954,30971,8087.600764,2213326,69,90.41,79.53,100.13,NA
2020-2021,March,17,MADHYA PRADESH,1742,BARWANI,7389296,156.763306551617,59,1571,2395.850917202,17041,0,28272,7519060,728152,53167,5773828,311420,0,14182.977994802,125649,269267,149831,421183,5718,200291,529006,45313,11787.1270776,3236949,84,92.14,81.65,99.95,NA
2020-2021,March,17,MADHYA PRADESH,1749,ALIRAJPUR,5868417,183.954670630606,60,3049,4880.57935150398,17396,0,33319,5871432,914621,63340,4624015,279108,0,15681.352748404,96475,221100,114075,361404,5411,139788,421299,50715,10800.7733969,2455872,73,81.08,74.33,100.73,NA
2020-2021,Feb,18,MAHARASHTRA,1802,THANE,275725,229.784309642002,31,44,160.477106488,4034,47,6057,342460,6670,3498,154900,38697,91.17036,1038.566813288,10887,21358,28459,92032,473,110895,287142,10091,786.9193468,136018,86,82.11,74.95,107.59,NA
2020-2021,Feb,18,MAHARASHTRA,1809,AHMEDNAGAR,2447247,230.048334357269,31,129,776.956037977,11710,12,30990,1961387,139264,42012,102403,24830,350.56368,5639.657841777,62237,108763,147167,429480,3228,654036,1701681,42700,4512.1381238,910232,74,45,72.59,102.21,NA
2020-2021,Feb,18,MAHARASHTRA,1811,SATARA,746562,212.556317647549,31,173,321.984742075,5910,15,15147,696533,37729,17366,3422,1126,102.62331,1905.132948075,22101,38127,68269,154599,1399,331990,639174,21057,1480.524896,303011,88,68.48,65.13,102.25,NA
2020-2021,Feb,18,MAHARASHTRA,1812,SANGLI,738559,221.605040353582,37,41,158.7083117,3242,17,10627,714063,46666,8127,1048,263,130.86936,1871.977271,19041,31156,46111,98071,1563,231275,437562,13869,1582.3995993,288786,83,42.65,51.46,101.82,NA
2020-2021,Feb,18,MAHARASHTRA,1814,KOLHAPUR,381124,219.026965845557,19,53,154.676291689,3190,34,8978,292612,37981,27688,365,413,111.16648,906.741956989,14735,26429,43719,107491,226,281762,514412,12168,640.8991853,120250,89,77.08,25.08,105.3,NA
2020-2021,Feb,18,MAHARASHTRA,1818,BEED,3077476,211.78479788246,44,43,343.53149,2799,348,23919,1208950,30500,12270,3735,1294,183.39334,3087.297144,26878,65566,108978,333070,2957,413742,1025686,26718,2560.372314,514347,60,76.03,93.88,112.6,NA
2020-2021,Feb,18,MAHARASHTRA,1827,NAGPUR,1931157,222.448457741056,48,369,286.307260367,4875,17,14763,2276453,353098,34712,285270,28347,388.4838,5738.725650067,46932,68845,89362,214778,5755,219624,454062,19638,5063.9345897,802876,85,31.46,82.6,100.06,NA
2020-2021,Feb,18,MAHARASHTRA,1830,GADCHIROLI,2083112,190.138785575097,35,468,1087.08160239,8573,2,17435,2940498,304275,43599,1437625,176914,320.262,6998.37078945,83560,182232,124783,404927,4702,193684,571318,26008,5591.02718706,1379921,74,92.87,79.83,104.04,NA
2020-2021,June,18,MAHARASHTRA,1810,PUNE,216401,189.125752923037,23,26,2.72164,408,715,12191,140094,9653,10752,13011,15360,48.85575,316.5312223,5957,10139,41692,110987,135,242470,561605,12599,264.9538323,64775,84,64.22,60.01,101.31,NA
2020-2021,June,18,MAHARASHTRA,1814,KOLHAPUR,156934,200.092222793145,14,28,21.725497577,1427,155,7166,105093,17896,27675,95,412,40.51516,272.523577277,7325,12544,42616,105220,39,237842,451772,8593,210.2829197,42980,90,85.46,22.85,99.93,NA
2020-2021,June,18,MAHARASHTRA,1822,BULDHANA,736170,218.255660028762,21,48,55.8774525,2267,109,13071,400528,34376,34613,14529,8310,47.95273,978.0052125,18974,26411,115747,288763,100,348497,808230,15338,874.17503,135342,82,70.1,71.77,99.96,NA
2020-2021,June,18,MAHARASHTRA,1823,AKOLA,526271,193.466081037861,15,575,113.5709625,963,120,19640,221995,42582,36483,10780,8538,62.40976,605.4657491,13982,19954,78882,185977,63,221511,462334,20603,429.4850266,77255,88,77.09,45.06,102.05,NA
2020-2021,May,18,MAHARASHTRA,1804,RATNAGIRI,406249,183.387607431825,14,63,13.22931,920,181,26131,183535,10897,11221,2373,1247,10.43053,360.2402853,12785,22714,53813,129926,22,174099,356464,27051,336.5804453,81339,84,95.38,88.03,102.74,NA
2020-2021,May,18,MAHARASHTRA,1805,SINDHUDURG,196736,190.018035911115,12,91,14.043934026,985,25,18666,90724,2476,3913,195,290,34.4891,220.924996926,7069,11852,33696,77783,10,91220,180412,19651,172.3919629,34768,33,52.41,72.17,99.99,NA
2020-2021,May,18,MAHARASHTRA,1806,NASHIK,768162,140.531879166849,17,330,0.16252,2042,186,34509,616023,10695,14126,332039,226033,15.77777,881.648988,35817,63074,163731,502069,158,451292,1169684,36551,865.708698,232779,80,84.08,39.11,99.67,NA
2020-2021,May,18,MAHARASHTRA,1813,SOLAPUR,290029,131.403819151522,14,9,0,428,525,9368,69937,5803,18288,1585,2301,6.00984,97.909729,4854,7819,50277,118690,15,369140,693703,9796,91.899889,26003,95,87.07,73.96,99.98,NA
2020-2021,May,18,MAHARASHTRA,1814,KOLHAPUR,134514,167.009931511085,12,23,21.725497577,495,225,7652,64682,11098,27654,86,412,22.45304,152.203901477,5356,9049,42178,104139,3,236830,449260,8147,108.0253639,26581,90,86.87,22.23,99.92,NA
2020-2021,May,18,MAHARASHTRA,1817,PARBHANI,306593,160.602428167045,21,13,6.858,2186,383,11869,143075,9011,19741,1513,1536,85.37485,322.0147741,6573,10845,61300,167477,54,240285,565757,14055,229.7819241,49511,84,43.81,95.82,99.73,NA
2020-2021,May,18,MAHARASHTRA,1818,BEED,1086168,156.209075292862,35,25,6.94992,303,697,22059,393530,7818,12476,1252,1294,14.66067,636.340164,11086,32405,109192,337744,781,398121,1018557,22362,614.729574,161611,55,86.49,95.25,101.7,NA
2020-2021,May,18,MAHARASHTRA,1821,LATUR,423045,165.017885098613,24,12,46.056191244,372,304,9896,221268,33966,59059,3162,3708,21.66268,432.850645244,9074,15342,82925,235088,171,255887,635341,10268,365.131774,93262,77,52.58,80.09,99.97,NA
2020-2021,May,18,MAHARASHTRA,1824,AMRAVATI,2539913,153.466349822688,35,516,123.641168456,1126,68,42472,1790913,197463,54454,826150,135348,73.34179,2945.431768056,50568,102870,163510,492431,2192,356855,900068,43598,2748.4488096,698140,79,73.2,87.58,104.56,NA
2020-2021,May,18,MAHARASHTRA,1832,WASHIM,325712,190.181992406592,16,46,181.045709842,479,92,10571,92712,12000,23174,4570,7396,18.10295,375.470188642,5727,8586,69749,174038,23,198941,437688,11050,176.3215288,34095,72,60.2,85.39,99.91,NA
2020-2021,March,18,MAHARASHTRA,1804,RATNAGIRI,1354165,244.342300050478,32,188,500.5615648,8340,18,27160,986574,56745,11356,9773,1274,266.13252,3177.3116881,30626,57261,56695,136763,1647,204056,403267,35500,2410.6176033,445072,87,94.43,87.25,103.92,NA
2020-2021,March,18,MAHARASHTRA,1807,DHULE,2334550,239.502394664786,26,97,1151.6818267,15208,14,25774,1035385,43777,22152,364533,103673,255.10306,3886.5567557,38951,69862,116075,341542,831,383561,850128,40982,2479.771869,400621,92,89.23,39.2,101.89,NA
2020-2021,March,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,1817786,221.869016124518,34,224,1453.469220974,4766,23,23963,1311233,54634,19256,34344,7824,335.54708,4698.236057174,38417,65332,95338,263195,2475,503212,1106687,28729,2909.2197562,527128,92,80.46,75.67,103.48,NA
2020-2021,March,18,MAHARASHTRA,1824,AMRAVATI,8466378,218.879761154194,105,845,2162.101360647,18205,9,41408,10116778,1092288,54452,4534846,136057,1018.6493,25324.330183547,95962,199173,165566,494575,32959,364523,911516,59613,22143.5795229,3755252,82,67.27,88.95,107.87,NA
2020-2021,Jan,18,MAHARASHTRA,1816,JALNA,1181323,221.650627278156,35,161,811.829457475,5546,28,22283,1498745,52688,13941,9040,2358,155.35924,4289.166391275,42567,91182,96341,298420,2661,329874,852737,27829,3321.9776938,642381,49,54.26,90.46,99.07,NA
2020-2021,Jan,18,MAHARASHTRA,1818,BEED,2534392,221.763017443826,45,37,343.53149,2781,366,23811,1094370,27762,12271,3324,1294,183.39334,2953.832764,24088,60292,108961,333081,2669,411701,1022218,26592,2426.907934,466860,60,76.96,93.78,108.79,NA
2020-2021,Jan,18,MAHARASHTRA,1819,NANDED,2055450,227.436650380847,39,58,587.335525917,2157,128,29593,1349231,244167,71830,116144,31399,237.00068,3892.981998217,34053,59587,109718,328800,2926,435753,1144534,31750,3068.6457923,608363,86,62.1,79.56,99.86,NA
2020-2021,Jan,18,MAHARASHTRA,1826,WARDHA,1041953,229.355504636075,51,170,521.916658823,4654,7,11830,1055850,165906,18487,127137,15188,246.61863,3190.185384523,20476,37253,50837,130075,2629,187440,362062,16484,2421.6500957,296803,82,61.74,73.28,102.55,NA
2020-2021,Jan,18,MAHARASHTRA,1831,NANDURBAR,2110162,233.485817267588,27,139,900.15663058,15492,1,45452,2670900,65006,14716,2387988,386436,325.1233,7461.45262398002,98541,165743,163824,449852,2093,367206,891382,60944,6236.17269340002,1108836,87,81.49,36.21,102.5,NA
